workflow_id,current_node_date_1,stage1,current_node_date_2,stage2,current_node_date_3,stage3,current_node_date_4,stage4,current_node_date_5,stage5,value
2,2021-07-25,Language Selection,2021-07-30,Initial Reminder - Spanish,2021-08-05,Not Converted,2021-08-05,Cancelation Confirmation,,,1
2,2021-07-25,Language Selection,2021-07-30,Initial Reminder - Spanish,2021-08-06,Converted,2021-08-06,Workflow Change - Renewal,,,1
2,2021-07-25,Language Selection,2021-07-31,Initial Reminder - Spanish,2021-08-05,Not Converted,2021-08-05,Cancelation Confirmation,,,1
2,2021-07-25,Language Selection,2021-08-02,Initial Reminder - English,2021-08-04,Second Reminder - English,2021-08-11,Not Converted,2021-08-11,Cancelation Confirmation,1
2,2021-07-25,Language Selection,2021-08-02,Initial Reminder - English,2021-08-05,Not Converted,2021-08-05,Cancelation Confirmation,,,1
2,2021-07-25,Language Selection,2021-08-02,Initial Reminder - English,2021-08-06,Second Reminder - English,2021-08-07,Converted,2021-08-07,Workflow Change - Renewal,1
2,2021-07-25,Language Selection,2021-08-02,Initial Reminder - Spanish,2021-08-10,Not Converted,2021-08-10,Cancelation Confirmation,,,1
2,2021-07-26,Initial Reminder - English,2021-07-31,Second Reminder - English,2021-08-01,Converted,2021-08-01,Workflow Change - Renewal,,,1
2,2021-07-26,Initial Reminder - English,2021-08-01,Second Reminder - English,2021-08-09,Not Converted,2021-08-09,Cancelation Confirmation,,,1
2,2021-07-26,Language Selection,2021-07-27,Initial Reminder - Spanish,2021-07-28,Converted,2021-07-28,Workflow Change - Renewal,,,1
2,2021-07-26,Language Selection,2021-07-28,Initial Reminder - English,2021-07-30,Second Reminder - English,2021-08-03,Not Converted,2021-08-03,Cancelation Confirmation,1
2,2021-07-26,Language Selection,2021-07-29,Initial Reminder - Spanish,2021-07-30,Not Converted,2021-07-30,Cancelation Confirmation,,,1
2,2021-07-26,Language Selection,2021-07-30,Initial Reminder - English,2021-07-31,Second Reminder - English,2021-08-02,Not Converted,2021-08-02,Cancelation Confirmation,1
2,2021-07-26,Language Selection,2021-08-01,Initial Reminder - English,2021-08-04,Not Converted,2021-08-04,Cancelation Confirmation,,,1
2,2021-07-26,Language Selection,2021-08-01,Initial Reminder - Spanish,2021-08-07,Not Converted,2021-08-07,Cancelation Confirmation,,,1
2,2021-07-26,Language Selection,2021-08-02,Initial Reminder - Spanish,2021-08-07,Not Converted,2021-08-07,Cancelation Confirmation,,,1
2,2021-07-26,Language Selection,2021-08-03,Initial Reminder - English,2021-08-07,Not Converted,2021-08-07,Cancelation Confirmation,,,1
2,2021-07-26,Language Selection,2021-08-03,Initial Reminder - English,2021-08-11,Second Reminder - English,2021-08-12,Not Converted,2021-08-12,Cancelation Confirmation,1
2,2021-07-27,Initial Reminder - English,2021-07-30,Second Reminder - English,2021-08-07,Converted,2021-08-07,Workflow Change - Renewal,,,1
2,2021-07-27,Language Selection,2021-07-30,Initial Reminder - Spanish,2021-08-02,Not Converted,2021-08-02,Cancelation Confirmation,,,1
2,2021-07-27,Language Selection,2021-07-31,Initial Reminder - English,2021-08-05,Second Reminder - English,2021-08-08,Not Converted,2021-08-08,Cancelation Confirmation,1
2,2021-07-27,Language Selection,2021-07-31,Initial Reminder - Spanish,2021-08-01,Not Converted,2021-08-01,Cancelation Confirmation,,,1
2,2021-07-27,Language Selection,2021-08-02,Initial Reminder - English,2021-08-04,Not Converted,2021-08-04,Cancelation Confirmation,,,1
2,2021-07-27,Language Selection,2021-08-02,Initial Reminder - English,2021-08-07,Not Converted,2021-08-07,Cancelation Confirmation,,,1
2,2021-07-27,Language Selection,2021-08-02,Initial Reminder - English,2021-08-09,Not Converted,2021-08-09,Cancelation Confirmation,,,1
2,2021-07-27,Language Selection,2021-08-03,Initial Reminder - English,2021-08-04,Second Reminder - English,2021-08-06,Not Converted,2021-08-06,Cancelation Confirmation,1
2,2021-07-28,Initial Reminder - English,2021-07-30,Second Reminder - English,2021-08-03,Not Converted,2021-08-03,Cancelation Confirmation,,,1
2,2021-07-28,Initial Reminder - Spanish,2021-08-02,Second Reminder - Spanish,2021-08-07,Not Converted,2021-08-07,Cancelation Confirmation,,,1
2,2021-07-28,Initial Reminder - Spanish,2021-08-03,Second Reminder - Spanish,2021-08-07,Not Converted,2021-08-07,Cancelation Confirmation,,,1
2,2021-07-28,Language Selection,2021-07-30,Initial Reminder - English,2021-08-04,Converted,2021-08-04,Workflow Change - Renewal,,,1
2,2021-07-28,Language Selection,2021-07-31,Initial Reminder - English,2021-08-06,Not Converted,2021-08-06,Cancelation Confirmation,,,1
2,2021-07-28,Language Selection,2021-07-31,Initial Reminder - Spanish,2021-08-03,Not Converted,2021-08-03,Cancelation Confirmation,,,1
2,2021-07-28,Language Selection,2021-07-31,Initial Reminder - Spanish,2021-08-04,Not Converted,2021-08-04,Cancelation Confirmation,,,1
2,2021-07-28,Language Selection,2021-08-01,Initial Reminder - Spanish,2021-08-05,Converted,2021-08-05,Workflow Change - Renewal,,,1
2,2021-07-28,Language Selection,2021-08-02,Initial Reminder - English,2021-08-10,Not Converted,2021-08-10,Cancelation Confirmation,,,1
2,2021-07-28,Language Selection,2021-08-02,Initial Reminder - Spanish,2021-08-09,Converted,2021-08-09,Workflow Change - Renewal,,,1
2,2021-07-28,Language Selection,2021-08-04,Initial Reminder - English,2021-08-09,Second Reminder - English,2021-08-14,Not Converted,2021-08-14,Cancelation Confirmation,1
2,2021-07-28,Language Selection,2021-08-04,Initial Reminder - Spanish,2021-08-06,Not Converted,2021-08-06,Cancelation Confirmation,,,1
2,2021-07-28,Language Selection,2021-08-05,Initial Reminder - Spanish,2021-08-08,Converted,2021-08-08,Workflow Change - Renewal,,,1
2,2021-07-29,Initial Reminder - English,2021-07-31,Second Reminder - English,2021-08-07,Converted,2021-08-07,Workflow Change - Renewal,,,1
2,2021-07-29,Initial Reminder - English,2021-08-04,Second Reminder - English,2021-08-09,Not Converted,2021-08-09,Cancelation Confirmation,,,1
2,2021-07-29,Language Selection,2021-07-31,Initial Reminder - English,2021-08-01,Second Reminder - English,2021-08-04,Not Converted,2021-08-04,Cancelation Confirmation,1
2,2021-07-29,Language Selection,2021-07-31,Initial Reminder - English,2021-08-07,Second Reminder - English,2021-08-09,Not Converted,2021-08-09,Cancelation Confirmation,1
2,2021-07-29,Language Selection,2021-07-31,Initial Reminder - English,2021-08-08,Second Reminder - English,2021-08-12,Not Converted,2021-08-12,Cancelation Confirmation,1
2,2021-07-29,Language Selection,2021-07-31,Initial Reminder - Spanish,2021-08-02,Not Converted,2021-08-02,Cancelation Confirmation,,,1
2,2021-07-29,Language Selection,2021-07-31,Initial Reminder - Spanish,2021-08-04,Not Converted,2021-08-04,Cancelation Confirmation,,,1
2,2021-07-29,Language Selection,2021-08-01,Initial Reminder - Spanish,2021-08-07,Not Converted,2021-08-07,Cancelation Confirmation,,,1
2,2021-07-29,Language Selection,2021-08-02,Initial Reminder - Spanish,2021-08-05,Converted,2021-08-05,Workflow Change - Renewal,,,1
2,2021-07-29,Language Selection,2021-08-02,Initial Reminder - Spanish,2021-08-08,Not Converted,2021-08-08,Cancelation Confirmation,,,2
2,2021-07-29,Language Selection,2021-08-02,Initial Reminder - Spanish,2021-08-09,Not Converted,2021-08-09,Cancelation Confirmation,,,1
2,2021-07-29,Language Selection,2021-08-04,Initial Reminder - English,2021-08-09,Not Converted,2021-08-09,Cancelation Confirmation,,,1
2,2021-07-29,Language Selection,2021-08-04,Initial Reminder - Spanish,2021-08-12,Not Converted,2021-08-12,Cancelation Confirmation,,,1
2,2021-07-30,Initial Reminder - English,2021-07-31,Second Reminder - English,2021-08-02,Not Converted,2021-08-02,Cancelation Confirmation,,,1
2,2021-07-30,Language Selection,2021-07-31,Initial Reminder - English,2021-08-01,Second Reminder - English,2021-08-09,Not Converted,2021-08-09,Cancelation Confirmation,1
2,2021-07-30,Language Selection,2021-07-31,Initial Reminder - Spanish,2021-08-02,Not Converted,2021-08-02,Cancelation Confirmation,,,1
2,2021-07-30,Language Selection,2021-08-01,Initial Reminder - English,2021-08-07,Converted,2021-08-07,Workflow Change - Renewal,,,1
2,2021-07-30,Language Selection,2021-08-01,Initial Reminder - Spanish,2021-08-03,Not Converted,2021-08-03,Cancelation Confirmation,,,1
2,2021-07-30,Language Selection,2021-08-02,Initial Reminder - English,2021-08-07,Not Converted,2021-08-07,Cancelation Confirmation,,,1
2,2021-07-30,Language Selection,2021-08-02,Initial Reminder - English,2021-08-07,Second Reminder - English,2021-08-12,Not Converted,2021-08-12,Cancelation Confirmation,1
2,2021-07-30,Language Selection,2021-08-02,Initial Reminder - Spanish,2021-08-08,Not Converted,2021-08-08,Cancelation Confirmation,,,1
2,2021-07-30,Language Selection,2021-08-04,Initial Reminder - English,2021-08-09,Second Reminder - English,2021-08-17,Not Converted,2021-08-17,Cancelation Confirmation,1
2,2021-07-30,Language Selection,2021-08-05,Initial Reminder - English,2021-08-09,Not Converted,2021-08-09,Cancelation Confirmation,,,1
2,2021-07-30,Language Selection,2021-08-06,Initial Reminder - English,2021-08-07,Not Converted,2021-08-07,Cancelation Confirmation,,,1
2,2021-07-30,Language Selection,2021-08-06,Initial Reminder - English,2021-08-08,Second Reminder - English,2021-08-15,Not Converted,2021-08-15,Cancelation Confirmation,1
2,2021-07-30,Language Selection,2021-08-07,Initial Reminder - English,2021-08-09,Converted,2021-08-09,Workflow Change - Renewal,,,1
2,2021-07-30,Language Selection,2021-08-07,Initial Reminder - Spanish,2021-08-10,Not Converted,2021-08-10,Cancelation Confirmation,,,1
2,2021-07-31,Initial Reminder - English,2021-08-01,Second Reminder - English,2021-08-04,Not Converted,2021-08-04,Cancelation Confirmation,,,1
2,2021-07-31,Initial Reminder - English,2021-08-01,Second Reminder - English,2021-08-09,Not Converted,2021-08-09,Cancelation Confirmation,,,1
2,2021-07-31,Initial Reminder - English,2021-08-03,Second Reminder - English,2021-08-07,Not Converted,2021-08-07,Cancelation Confirmation,,,1
2,2021-07-31,Initial Reminder - English,2021-08-05,Second Reminder - English,2021-08-08,Not Converted,2021-08-08,Cancelation Confirmation,,,1
2,2021-07-31,Initial Reminder - English,2021-08-07,Second Reminder - English,2021-08-09,Not Converted,2021-08-09,Cancelation Confirmation,,,1
2,2021-07-31,Initial Reminder - English,2021-08-08,Second Reminder - English,2021-08-12,Not Converted,2021-08-12,Cancelation Confirmation,,,1
2,2021-07-31,Language Selection,2021-08-01,Initial Reminder - Spanish,2021-08-02,Not Converted,2021-08-02,Cancelation Confirmation,,,1
2,2021-07-31,Language Selection,2021-08-03,Initial Reminder - Spanish,2021-08-05,Second Reminder - Spanish,2021-08-11,Not Converted,2021-08-11,Cancelation Confirmation,1
2,2021-07-31,Language Selection,2021-08-03,Initial Reminder - Spanish,2021-08-08,Not Converted,2021-08-08,Cancelation Confirmation,,,1
2,2021-07-31,Language Selection,2021-08-05,Initial Reminder - English,2021-08-06,Second Reminder - English,2021-08-13,Not Converted,2021-08-13,Cancelation Confirmation,1
2,2021-07-31,Language Selection,2021-08-05,Initial Reminder - Spanish,2021-08-10,Not Converted,2021-08-10,Cancelation Confirmation,,,1
2,2021-07-31,Language Selection,2021-08-06,Initial Reminder - Spanish,2021-08-07,Not Converted,2021-08-07,Cancelation Confirmation,,,1
2,2021-08-01,Language Selection,2021-08-05,Initial Reminder - English,2021-08-11,Second Reminder - English,2021-08-14,Not Converted,2021-08-14,Cancelation Confirmation,1
2,2021-08-01,Language Selection,2021-08-05,Initial Reminder - Spanish,2021-08-12,Not Converted,2021-08-12,Cancelation Confirmation,,,1
2,2021-08-01,Language Selection,2021-08-06,Initial Reminder - English,2021-08-11,Second Reminder - English,2021-08-19,Not Converted,2021-08-19,Cancelation Confirmation,1
2,2021-08-01,Language Selection,2021-08-06,Initial Reminder - Spanish,2021-08-10,Not Converted,2021-08-10,Cancelation Confirmation,,,1
2,2021-08-01,Language Selection,2021-08-07,Initial Reminder - Spanish,2021-08-09,Not Converted,2021-08-09,Cancelation Confirmation,,,1
2,2021-08-01,Language Selection,2021-08-07,Initial Reminder - Spanish,2021-08-14,Not Converted,2021-08-14,Cancelation Confirmation,,,1
2,2021-08-01,Language Selection,2021-08-08,Initial Reminder - English,2021-08-14,Not Converted,2021-08-14,Cancelation Confirmation,,,1
2,2021-08-01,Language Selection,2021-08-09,Initial Reminder - English,2021-08-13,Not Converted,2021-08-13,Cancelation Confirmation,,,1
2,2021-08-02,Initial Reminder - English,2021-08-04,Second Reminder - English,2021-08-11,Not Converted,2021-08-11,Cancelation Confirmation,,,1
2,2021-08-02,Initial Reminder - English,2021-08-06,Second Reminder - English,2021-08-07,Converted,2021-08-07,Workflow Change - Renewal,,,1
2,2021-08-02,Initial Reminder - English,2021-08-07,Second Reminder - English,2021-08-12,Not Converted,2021-08-12,Cancelation Confirmation,,,1
2,2021-08-02,Language Selection,2021-08-04,Initial Reminder - English,2021-08-10,Second Reminder - English,2021-08-13,Not Converted,2021-08-13,Cancelation Confirmation,1
2,2021-08-02,Language Selection,2021-08-04,Initial Reminder - Spanish,2021-08-09,Not Converted,2021-08-09,Cancelation Confirmation,,,1
2,2021-08-02,Language Selection,2021-08-05,Initial Reminder - English,2021-08-09,Converted,2021-08-09,Workflow Change - Renewal,,,1
2,2021-08-02,Language Selection,2021-08-05,Initial Reminder - Spanish,2021-08-07,Not Converted,2021-08-07,Cancelation Confirmation,,,1
2,2021-08-02,Language Selection,2021-08-05,Initial Reminder - Spanish,2021-08-13,Not Converted,2021-08-13,Cancelation Confirmation,,,1
2,2021-08-02,Language Selection,2021-08-06,Initial Reminder - Spanish,2021-08-10,Converted,2021-08-10,Workflow Change - Renewal,,,1
2,2021-08-02,Language Selection,2021-08-06,Initial Reminder - Spanish,2021-08-13,Not Converted,2021-08-13,Cancelation Confirmation,,,1
2,2021-08-02,Language Selection,2021-08-08,Initial Reminder - English,2021-08-13,Not Converted,2021-08-13,Cancelation Confirmation,,,1
2,2021-08-03,Initial Reminder - English,2021-08-04,Second Reminder - English,2021-08-06,Not Converted,2021-08-06,Cancelation Confirmation,,,1
2,2021-08-03,Initial Reminder - English,2021-08-11,Second Reminder - English,2021-08-12,Not Converted,2021-08-12,Cancelation Confirmation,,,1
2,2021-08-03,Initial Reminder - Spanish,2021-08-05,Second Reminder - Spanish,2021-08-11,Not Converted,2021-08-11,Cancelation Confirmation,,,1
2,2021-08-03,Language Selection,2021-08-05,Initial Reminder - English,2021-08-12,Second Reminder - English,2021-08-15,Not Converted,2021-08-15,Cancelation Confirmation,1
2,2021-08-03,Language Selection,2021-08-06,Initial Reminder - Spanish,2021-08-11,Not Converted,2021-08-11,Cancelation Confirmation,,,1
2,2021-08-03,Language Selection,2021-08-07,Initial Reminder - Spanish,2021-08-08,Not Converted,2021-08-08,Cancelation Confirmation,,,1
2,2021-08-03,Language Selection,2021-08-08,Initial Reminder - Spanish,2021-08-09,Not Converted,2021-08-09,Cancelation Confirmation,,,1
2,2021-08-03,Language Selection,2021-08-08,Initial Reminder - Spanish,2021-08-16,Not Converted,2021-08-16,Cancelation Confirmation,,,1
2,2021-08-03,Language Selection,2021-08-09,Initial Reminder - English,2021-08-11,Second Reminder - English,2021-08-17,Not Converted,2021-08-17,Cancelation Confirmation,1
2,2021-08-03,Language Selection,2021-08-10,Initial Reminder - English,2021-08-12,Not Converted,2021-08-12,Cancelation Confirmation,,,1
2,2021-08-03,Language Selection,2021-08-10,Initial Reminder - English,2021-08-16,Second Reminder - English,2021-08-17,Not Converted,2021-08-17,Cancelation Confirmation,1
2,2021-08-04,Initial Reminder - English,2021-08-09,Second Reminder - English,2021-08-14,Not Converted,2021-08-14,Cancelation Confirmation,,,1
2,2021-08-04,Initial Reminder - English,2021-08-09,Second Reminder - English,2021-08-17,Not Converted,2021-08-17,Cancelation Confirmation,,,1
2,2021-08-04,Initial Reminder - English,2021-08-10,Second Reminder - English,2021-08-13,Not Converted,2021-08-13,Cancelation Confirmation,,,1
2,2021-08-04,Language Selection,2021-08-05,Initial Reminder - English,2021-08-09,Second Reminder - English,2021-08-15,Converted,2021-08-15,Workflow Change - Renewal,1
2,2021-08-04,Language Selection,2021-08-08,Initial Reminder - Spanish,2021-08-10,Not Converted,2021-08-10,Cancelation Confirmation,,,1
2,2021-08-04,Language Selection,2021-08-09,Initial Reminder - Spanish,2021-08-15,Not Converted,2021-08-15,Cancelation Confirmation,,,1
2,2021-08-04,Language Selection,2021-08-10,Initial Reminder - English,2021-08-14,Not Converted,2021-08-14,Cancelation Confirmation,,,1
2,2021-08-04,Language Selection,2021-08-10,Initial Reminder - Spanish,2021-08-13,Not Converted,2021-08-13,Cancelation Confirmation,,,1
2,2021-08-04,Language Selection,2021-08-10,Initial Reminder - Spanish,2021-08-15,Second Reminder - Spanish,2021-08-16,Not Converted,2021-08-16,Cancelation Confirmation,1
2,2021-08-04,Language Selection,2021-08-11,Initial Reminder - English,2021-08-18,Second Reminder - English,2021-08-23,Converted,2021-08-23,Workflow Change - Renewal,1
2,2021-08-05,Initial Reminder - English,2021-08-06,Second Reminder - English,2021-08-13,Not Converted,2021-08-13,Cancelation Confirmation,,,1
2,2021-08-05,Initial Reminder - English,2021-08-09,Second Reminder - English,2021-08-15,Converted,2021-08-15,Workflow Change - Renewal,,,1
2,2021-08-05,Initial Reminder - English,2021-08-11,Second Reminder - English,2021-08-14,Not Converted,2021-08-14,Cancelation Confirmation,,,1
2,2021-08-05,Initial Reminder - English,2021-08-12,Second Reminder - English,2021-08-15,Not Converted,2021-08-15,Cancelation Confirmation,,,1
2,2021-08-05,Language Selection,2021-08-08,Initial Reminder - English,2021-08-12,Second Reminder - English,2021-08-13,Not Converted,2021-08-13,Cancelation Confirmation,1
2,2021-08-05,Language Selection,2021-08-09,Initial Reminder - English,2021-08-14,Not Converted,2021-08-14,Cancelation Confirmation,,,1
2,2021-08-05,Language Selection,2021-08-09,Initial Reminder - Spanish,2021-08-16,Not Converted,2021-08-16,Cancelation Confirmation,,,1
2,2021-08-05,Language Selection,2021-08-10,Initial Reminder - English,2021-08-11,Second Reminder - English,2021-08-13,Not Converted,2021-08-13,Cancelation Confirmation,1
2,2021-08-05,Language Selection,2021-08-11,Initial Reminder - English,2021-08-17,Converted,2021-08-17,Workflow Change - Renewal,,,1
2,2021-08-05,Language Selection,2021-08-12,Initial Reminder - Spanish,2021-08-15,Not Converted,2021-08-15,Cancelation Confirmation,,,1
2,2021-08-06,Initial Reminder - English,2021-08-08,Second Reminder - English,2021-08-15,Not Converted,2021-08-15,Cancelation Confirmation,,,1
2,2021-08-06,Initial Reminder - English,2021-08-11,Second Reminder - English,2021-08-19,Not Converted,2021-08-19,Cancelation Confirmation,,,1
2,2021-08-06,Language Selection,2021-08-07,Initial Reminder - Spanish,2021-08-11,Not Converted,2021-08-11,Cancelation Confirmation,,,1
2,2021-08-06,Language Selection,2021-08-09,Initial Reminder - Spanish,2021-08-12,Not Converted,2021-08-12,Cancelation Confirmation,,,1
2,2021-08-06,Language Selection,2021-08-09,Initial Reminder - Spanish,2021-08-16,Not Converted,2021-08-16,Cancelation Confirmation,,,1
2,2021-08-06,Language Selection,2021-08-09,Initial Reminder - Spanish,2021-08-17,Not Converted,2021-08-17,Cancelation Confirmation,,,1
2,2021-08-06,Language Selection,2021-08-11,Initial Reminder - English,2021-08-12,Not Converted,2021-08-12,Cancelation Confirmation,,,1
2,2021-08-06,Language Selection,2021-08-11,Initial Reminder - Spanish,2021-08-14,Not Converted,2021-08-14,Cancelation Confirmation,,,1
2,2021-08-06,Language Selection,2021-08-12,Initial Reminder - English,2021-08-13,Not Converted,2021-08-13,Cancelation Confirmation,,,1
2,2021-08-06,Language Selection,2021-08-12,Initial Reminder - English,2021-08-13,Second Reminder - English,2021-08-15,Not Converted,2021-08-15,Cancelation Confirmation,1
2,2021-08-06,Language Selection,2021-08-12,Initial Reminder - English,2021-08-15,Second Reminder - English,2021-08-17,Not Converted,2021-08-17,Cancelation Confirmation,1
2,2021-08-06,Language Selection,2021-08-12,Initial Reminder - English,2021-08-20,Not Converted,2021-08-20,Cancelation Confirmation,,,1
2,2021-08-06,Language Selection,2021-08-13,Initial Reminder - English,2021-08-20,Second Reminder - English,2021-08-28,Not Converted,2021-08-28,Cancelation Confirmation,1
2,2021-08-06,Language Selection,2021-08-14,Initial Reminder - English,2021-08-16,Second Reminder - English,2021-08-18,Not Converted,2021-08-18,Cancelation Confirmation,1
2,2021-08-06,Language Selection,2021-08-14,Initial Reminder - English,2021-08-21,Converted,2021-08-21,Workflow Change - Renewal,,,1
2,2021-08-06,Language Selection,2021-08-14,Initial Reminder - English,2021-08-21,Not Converted,2021-08-21,Cancelation Confirmation,,,1
2,2021-08-07,Language Selection,2021-08-08,Initial Reminder - Spanish,2021-08-16,Not Converted,2021-08-16,Cancelation Confirmation,,,1
2,2021-08-07,Language Selection,2021-08-09,Initial Reminder - Spanish,2021-08-14,Not Converted,2021-08-14,Cancelation Confirmation,,,1
2,2021-08-07,Language Selection,2021-08-09,Initial Reminder - Spanish,2021-08-15,Second Reminder - Spanish,2021-08-22,Not Converted,2021-08-22,Cancelation Confirmation,1
2,2021-08-07,Language Selection,2021-08-10,Initial Reminder - Spanish,2021-08-13,Not Converted,2021-08-13,Cancelation Confirmation,,,1
2,2021-08-07,Language Selection,2021-08-10,Initial Reminder - Spanish,2021-08-15,Not Converted,2021-08-15,Cancelation Confirmation,,,1
2,2021-08-07,Language Selection,2021-08-13,Initial Reminder - Spanish,2021-08-21,Second Reminder - Spanish,2021-08-25,Not Converted,2021-08-25,Cancelation Confirmation,1
2,2021-08-07,Language Selection,2021-08-14,Initial Reminder - Spanish,2021-08-16,Converted,2021-08-16,Workflow Change - Renewal,,,1
2,2021-08-07,Language Selection,2021-08-15,Initial Reminder - English,2021-08-23,Second Reminder - English,2021-08-25,Not Converted,2021-08-25,Cancelation Confirmation,1
2,2021-08-07,Language Selection,2021-08-15,Initial Reminder - English,2021-08-23,Second Reminder - English,2021-08-26,Not Converted,2021-08-26,Cancelation Confirmation,1
2,2021-08-08,Initial Reminder - English,2021-08-12,Second Reminder - English,2021-08-13,Not Converted,2021-08-13,Cancelation Confirmation,,,1
2,2021-08-08,Language Selection,2021-08-14,Initial Reminder - English,2021-08-18,Second Reminder - English,2021-08-19,Not Converted,2021-08-19,Cancelation Confirmation,1
2,2021-08-08,Language Selection,2021-08-14,Initial Reminder - English,2021-08-19,Second Reminder - English,2021-08-24,Converted,2021-08-24,Workflow Change - Renewal,1
2,2021-08-08,Language Selection,2021-08-14,Initial Reminder - English,2021-08-22,Not Converted,2021-08-22,Cancelation Confirmation,,,1
2,2021-08-08,Language Selection,2021-08-14,Initial Reminder - Spanish,2021-08-16,Not Converted,2021-08-16,Cancelation Confirmation,,,1
2,2021-08-08,Language Selection,2021-08-14,Initial Reminder - Spanish,2021-08-19,Second Reminder - Spanish,2021-08-23,Converted,2021-08-23,Workflow Change - Renewal,1
2,2021-08-08,Language Selection,2021-08-16,Initial Reminder - English,2021-08-23,Second Reminder - English,2021-08-30,Not Converted,2021-08-30,Cancelation Confirmation,1
2,2021-08-09,Initial Reminder - English,2021-08-11,Second Reminder - English,2021-08-17,Not Converted,2021-08-17,Cancelation Confirmation,,,1
2,2021-08-09,Initial Reminder - Spanish,2021-08-15,Second Reminder - Spanish,2021-08-22,Not Converted,2021-08-22,Cancelation Confirmation,,,1
2,2021-08-09,Language Selection,2021-08-10,Initial Reminder - English,2021-08-13,Not Converted,2021-08-13,Cancelation Confirmation,,,1
2,2021-08-09,Language Selection,2021-08-10,Initial Reminder - English,2021-08-15,Not Converted,2021-08-15,Cancelation Confirmation,,,1
2,2021-08-09,Language Selection,2021-08-10,Initial Reminder - Spanish,2021-08-17,Not Converted,2021-08-17,Cancelation Confirmation,,,1
2,2021-08-09,Language Selection,2021-08-10,Initial Reminder - Spanish,2021-08-18,Not Converted,2021-08-18,Cancelation Confirmation,,,1
2,2021-08-09,Language Selection,2021-08-11,Initial Reminder - English,2021-08-12,Not Converted,2021-08-12,Cancelation Confirmation,,,1
2,2021-08-09,Language Selection,2021-08-11,Initial Reminder - Spanish,2021-08-17,Not Converted,2021-08-17,Cancelation Confirmation,,,1
2,2021-08-09,Language Selection,2021-08-12,Initial Reminder - Spanish,2021-08-20,Converted,2021-08-20,Workflow Change - Renewal,,,1
2,2021-08-09,Language Selection,2021-08-13,Initial Reminder - English,2021-08-20,Second Reminder - English,2021-08-25,Converted,2021-08-25,Workflow Change - Renewal,1
2,2021-08-09,Language Selection,2021-08-13,Initial Reminder - English,2021-08-21,Not Converted,2021-08-21,Cancelation Confirmation,,,1
2,2021-08-09,Language Selection,2021-08-14,Initial Reminder - English,2021-08-16,Not Converted,2021-08-16,Cancelation Confirmation,,,1
2,2021-08-09,Language Selection,2021-08-15,Initial Reminder - English,2021-08-19,Second Reminder - English,2021-08-20,Not Converted,2021-08-20,Cancelation Confirmation,1
2,2021-08-09,Language Selection,2021-08-15,Initial Reminder - Spanish,2021-08-20,Not Converted,2021-08-20,Cancelation Confirmation,,,1
2,2021-08-09,Language Selection,2021-08-16,Initial Reminder - Spanish,2021-08-18,Second Reminder - Spanish,2021-08-26,Converted,2021-08-26,Workflow Change - Renewal,1
2,2021-08-09,Language Selection,2021-08-17,Initial Reminder - Spanish,2021-08-24,Not Converted,2021-08-24,Cancelation Confirmation,,,1
2,2021-08-10,Initial Reminder - English,2021-08-11,Second Reminder - English,2021-08-13,Not Converted,2021-08-13,Cancelation Confirmation,,,1
2,2021-08-10,Initial Reminder - English,2021-08-16,Second Reminder - English,2021-08-17,Not Converted,2021-08-17,Cancelation Confirmation,,,1
2,2021-08-10,Initial Reminder - Spanish,2021-08-15,Second Reminder - Spanish,2021-08-16,Not Converted,2021-08-16,Cancelation Confirmation,,,1
2,2021-08-10,Language Selection,2021-08-11,Initial Reminder - Spanish,2021-08-12,Not Converted,2021-08-12,Cancelation Confirmation,,,1
2,2021-08-10,Language Selection,2021-08-11,Initial Reminder - Spanish,2021-08-19,Not Converted,2021-08-19,Cancelation Confirmation,,,1
2,2021-08-10,Language Selection,2021-08-12,Initial Reminder - English,2021-08-17,Not Converted,2021-08-17,Cancelation Confirmation,,,1
2,2021-08-10,Language Selection,2021-08-12,Initial Reminder - Spanish,2021-08-20,Converted,2021-08-20,Workflow Change - Renewal,,,1
2,2021-08-10,Language Selection,2021-08-13,Initial Reminder - English,2021-08-21,Not Converted,2021-08-21,Cancelation Confirmation,,,1
2,2021-08-10,Language Selection,2021-08-14,Initial Reminder - English,2021-08-17,Not Converted,2021-08-17,Cancelation Confirmation,,,1
2,2021-08-10,Language Selection,2021-08-15,Initial Reminder - Spanish,2021-08-18,Not Converted,2021-08-18,Cancelation Confirmation,,,1
2,2021-08-10,Language Selection,2021-08-15,Initial Reminder - Spanish,2021-08-21,Not Converted,2021-08-21,Cancelation Confirmation,,,1
2,2021-08-10,Language Selection,2021-08-16,Initial Reminder - Spanish,2021-08-21,Not Converted,2021-08-21,Cancelation Confirmation,,,1
2,2021-08-10,Language Selection,2021-08-16,Initial Reminder - Spanish,2021-08-22,Not Converted,2021-08-22,Cancelation Confirmation,,,1
2,2021-08-10,Language Selection,2021-08-17,Initial Reminder - English,2021-08-18,Second Reminder - English,2021-08-25,Not Converted,2021-08-25,Cancelation Confirmation,1
2,2021-08-10,Language Selection,2021-08-17,Initial Reminder - Spanish,2021-08-22,Not Converted,2021-08-22,Cancelation Confirmation,,,1
2,2021-08-10,Language Selection,2021-08-17,Initial Reminder - Spanish,2021-08-24,Not Converted,2021-08-24,Cancelation Confirmation,,,1
2,2021-08-11,Initial Reminder - English,2021-08-18,Second Reminder - English,2021-08-23,Converted,2021-08-23,Workflow Change - Renewal,,,1
